,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
515,,,,,male,47.0,0.0,0.0,36967,34.0208,D46,S
516,,,,,female,34.0,0.0,0.0,C.A. 34260,10.5,F33,S
517,,,,,male,,0.0,0.0,371110,24.15,,Q
518,,,,,female,36.0,1.0,0.0,226875,26.0,,S
519,,,,,male,32.0,0.0,0.0,349242,7.8958,,S
520,,,,,female,30.0,0.0,0.0,12749,93.5,B73,S
521,,,,,male,22.0,0.0,0.0,349252,7.8958,,S
522,,,,,male,,0.0,0.0,2624,7.225,,C
523,,,,,female,44.0,0.0,1.0,111361,57.9792,B18,C
524,,,,,male,,0.0,0.0,2700,7.2292,,C
525,,,,,male,40.5,0.0,0.0,367232,7.75,,Q
526,,,,,female,50.0,0.0,0.0,W./C. 14258,10.5,,S
527,,,,,male,,0.0,0.0,PC 17483,221.7792,C95,S
528,,,,,male,39.0,0.0,0.0,3101296,7.925,,S
529,,,,,male,23.0,2.0,1.0,29104,11.5,,S
530,,,,,female,2.0,1.0,1.0,26360,26.0,,S
531,,,,,male,,0.0,0.0,2641,7.2292,,C
532,,,,,male,17.0,1.0,1.0,2690,7.2292,,C
533,,,,,female,,0.0,2.0,2668,22.3583,,C
534,,,,,female,30.0,0.0,0.0,315084,8.6625,,S
535,,,,,female,7.0,0.0,2.0,F.C.C. 13529,26.25,,S
536,,,,,male,45.0,0.0,0.0,113050,26.55,B38,S
537,,,,,female,30.0,0.0,0.0,PC 17761,106.425,,C
538,,,,,male,,0.0,0.0,364498,14.5,,S
539,,,,,female,22.0,0.0,2.0,13568,49.5,B39,C
540,,,,,female,36.0,0.0,2.0,WE/P 5735,71.0,B22,S
541,,,,,female,9.0,4.0,2.0,347082,31.275,,S
542,,,,,female,11.0,4.0,2.0,347082,31.275,,S
543,,,,,male,32.0,1.0,0.0,2908,26.0,,S
544,,,,,male,50.0,1.0,0.0,PC 17761,106.425,C86,C
545,,,,,male,64.0,0.0,0.0,693,26.0,,S
546,,,,,female,19.0,1.0,0.0,2908,26.0,,S
547,,,,,male,,0.0,0.0,SC/PARIS 2146,13.8625,,C
548,,,,,male,33.0,1.0,1.0,363291,20.525,,S
549,,,,,male,8.0,1.0,1.0,C.A. 33112,36.75,,S
550,,,,,male,17.0,0.0,2.0,17421,110.8833,C70,C
551,,,,,male,27.0,0.0,0.0,244358,26.0,,S
552,,,,,male,,0.0,0.0,330979,7.8292,,Q
553,,,,,male,22.0,0.0,0.0,2620,7.225,,C
554,,,,,female,22.0,0.0,0.0,347085,7.775,,S
555,,,,,male,62.0,0.0,0.0,113807,26.55,,S
556,,,,,female,48.0,1.0,0.0,11755,39.6,A16,C
557,,,,,male,,0.0,0.0,PC 17757,227.525,,C
558,,,,,female,39.0,1.0,1.0,110413,79.65,E67,S
559,,,,,female,36.0,1.0,0.0,345572,17.4,,S
560,,,,,male,,0.0,0.0,372622,7.75,,Q
561,,,,,male,40.0,0.0,0.0,349251,7.8958,,S
562,,,,,male,28.0,0.0,0.0,218629,13.5,,S
563,,,,,male,,0.0,0.0,SOTON/OQ 392082,8.05,,S
564,,,,,female,,0.0,0.0,SOTON/O.Q. 392087,8.05,,S
565,,,,,male,24.0,2.0,0.0,A/4 48871,24.15,,S
566,,,,,male,19.0,0.0,0.0,349205,7.8958,,S
567,,,,,female,29.0,0.0,4.0,349909,21.075,,S
568,,,,,male,,0.0,0.0,2686,7.2292,,C
569,,,,,male,32.0,0.0,0.0,350417,7.8542,,S
570,,,,,male,62.0,0.0,0.0,S.W./PP 752,10.5,,S
571,,,,,female,53.0,2.0,0.0,11769,51.4792,C101,S
572,,,,,male,36.0,0.0,0.0,PC 17474,26.3875,E25,S
573,,,,,female,,0.0,0.0,14312,7.75,,Q
574,,,,,male,16.0,0.0,0.0,A/4. 20589,8.05,,S
575,,,,,male,19.0,0.0,0.0,358585,14.5,,S
576,,,,,female,34.0,0.0,0.0,243880,13.0,,S
577,,,,,female,39.0,1.0,0.0,13507,55.9,E44,S
578,,,,,female,,1.0,0.0,2689,14.4583,,C
579,,,,,male,32.0,0.0,0.0,STON/O 2. 3101286,7.925,,S
580,,,,,female,25.0,1.0,1.0,237789,30.0,,S
581,,,,,female,39.0,1.0,1.0,17421,110.8833,C68,C
582,,,,,male,54.0,0.0,0.0,28403,26.0,,S
583,,,,,male,36.0,0.0,0.0,13049,40.125,A10,C
584,,,,,male,,0.0,0.0,3411,8.7125,,C
585,,,,,female,18.0,0.0,2.0,110413,79.65,E68,S
586,,,,,male,47.0,0.0,0.0,237565,15.0,,S
587,,,,,male,60.0,1.0,1.0,13567,79.2,B41,C
588,,,,,male,22.0,0.0,0.0,14973,8.05,,S
589,,,,,male,,0.0,0.0,A./5. 3235,8.05,,S
590,,,,,male,35.0,0.0,0.0,STON/O 2. 3101273,7.125,,S
591,,,,,female,52.0,1.0,0.0,36947,78.2667,D20,C
592,,,,,male,47.0,0.0,0.0,A/5 3902,7.25,,S
593,,,,,female,,0.0,2.0,364848,7.75,,Q
594,,,,,male,37.0,1.0,0.0,SC/AH 29037,26.0,,S
595,,,,,male,36.0,1.0,1.0,345773,24.15,,S
596,,,,,female,,0.0,0.0,248727,33.0,,S
597,,,,,male,49.0,0.0,0.0,LINE,0.0,,S
598,,,,,male,,0.0,0.0,2664,7.225,,C
599,,,,,male,49.0,1.0,0.0,PC 17485,56.9292,A20,C
600,,,,,female,24.0,2.0,1.0,243847,27.0,,S
601,,,,,male,,0.0,0.0,349214,7.8958,,S
602,,,,,male,,0.0,0.0,113796,42.4,,S
603,,,,,male,44.0,0.0,0.0,364511,8.05,,S
604,,,,,male,35.0,0.0,0.0,111426,26.55,,C
605,,,,,male,36.0,1.0,0.0,349910,15.55,,S
606,,,,,male,30.0,0.0,0.0,349246,7.8958,,S
607,,,,,male,27.0,0.0,0.0,113804,30.5,,S
608,,,,,female,22.0,1.0,2.0,SC/Paris 2123,41.5792,,C
609,,,,,female,40.0,0.0,0.0,PC 17582,153.4625,C125,S
610,,,,,female,39.0,1.0,5.0,347082,31.275,,S
611,,,,,male,,0.0,0.0,SOTON/O.Q. 3101305,7.05,,S
612,,,,,female,,1.0,0.0,367230,15.5,,Q
613,,,,,male,,0.0,0.0,370377,7.75,,Q
614,,,,,male,35.0,0.0,0.0,364512,8.05,,S
615,,,,,female,24.0,1.0,2.0,220845,65.0,,S
616,,,,,male,34.0,1.0,1.0,347080,14.4,,S
617,,,,,female,26.0,1.0,0.0,A/5. 3336,16.1,,S
618,,,,,female,4.0,2.0,1.0,230136,39.0,F4,S
619,,,,,male,26.0,0.0,0.0,31028,10.5,,S
620,,,,,male,27.0,1.0,0.0,2659,14.4542,,C
621,,,,,male,42.0,1.0,0.0,11753,52.5542,D19,S
622,,,,,male,20.0,1.0,1.0,2653,15.7417,,C
623,,,,,male,21.0,0.0,0.0,350029,7.8542,,S
624,,,,,male,21.0,0.0,0.0,54636,16.1,,S
625,,,,,male,61.0,0.0,0.0,36963,32.3208,D50,S
626,,,,,male,57.0,0.0,0.0,219533,12.35,,Q
627,,,,,female,21.0,0.0,0.0,13502,77.9583,D9,S
628,,,,,male,26.0,0.0,0.0,349224,7.8958,,S
629,,,,,male,,0.0,0.0,334912,7.7333,,Q
630,,,,,male,80.0,0.0,0.0,27042,30.0,A23,S
631,,,,,male,51.0,0.0,0.0,347743,7.0542,,S
632,,,,,male,32.0,0.0,0.0,13214,30.5,B50,C
633,,,,,male,,0.0,0.0,112052,0.0,,S
634,,,,,female,9.0,3.0,2.0,347088,27.9,,S
635,,,,,female,28.0,0.0,0.0,237668,13.0,,S
636,,,,,male,32.0,0.0,0.0,STON/O 2. 3101292,7.925,,S
637,,,,,male,31.0,1.0,1.0,C.A. 31921,26.25,,S
638,,,,,female,41.0,0.0,5.0,3101295,39.6875,,S
639,,,,,male,,1.0,0.0,376564,16.1,,S
640,,,,,male,20.0,0.0,0.0,350050,7.8542,,S
641,,,,,female,24.0,0.0,0.0,PC 17477,69.3,B35,C
642,,,,,female,2.0,3.0,2.0,347088,27.9,,S
643,,,,,male,,0.0,0.0,1601,56.4958,,S
644,,,,,female,0.75,2.0,1.0,2666,19.2583,,C
645,,,,,male,48.0,1.0,0.0,PC 17572,76.7292,D33,C
646,,,,,male,19.0,0.0,0.0,349231,7.8958,,S
647,,,,,male,56.0,0.0,0.0,13213,35.5,A26,C
648,,,,,male,,0.0,0.0,S.O./P.P. 751,7.55,,S
649,,,,,female,23.0,0.0,0.0,CA. 2314,7.55,,S
650,,,,,male,,0.0,0.0,349221,7.8958,,S
651,,,,,female,18.0,0.0,1.0,231919,23.0,,S
652,,,,,male,21.0,0.0,0.0,8475,8.4333,,S
653,,,,,female,,0.0,0.0,330919,7.8292,,Q
654,,,,,female,18.0,0.0,0.0,365226,6.75,,Q
655,,,,,male,24.0,2.0,0.0,S.O.C. 14879,73.5,,S
656,,,,,male,,0.0,0.0,349223,7.8958,,S
657,,,,,female,32.0,1.0,1.0,364849,15.5,,Q
658,,,,,male,23.0,0.0,0.0,29751,13.0,,S
659,,,,,male,58.0,0.0,2.0,35273,113.275,D48,C
660,,,,,male,50.0,2.0,0.0,PC 17611,133.65,,S
661,,,,,male,40.0,0.0,0.0,2623,7.225,,C
662,,,,,male,47.0,0.0,0.0,5727,25.5875,E58,S
663,,,,,male,36.0,0.0,0.0,349210,7.4958,,S
664,,,,,male,20.0,1.0,0.0,STON/O 2. 3101285,7.925,,S
665,,,,,male,32.0,2.0,0.0,S.O.C. 14879,73.5,,S
666,,,,,male,25.0,0.0,0.0,234686,13.0,,S
667,,,,,male,,0.0,0.0,312993,7.775,,S
668,,,,,male,43.0,0.0,0.0,A/5 3536,8.05,,S
669,,,,,female,,1.0,0.0,19996,52.0,C126,S
670,,,,,female,40.0,1.0,1.0,29750,39.0,,S
671,,,,,male,31.0,1.0,0.0,F.C. 12750,52.0,B71,S
672,,,,,male,70.0,0.0,0.0,C.A. 24580,10.5,,S
673,,,,,male,31.0,0.0,0.0,244270,13.0,,S
674,,,,,male,,0.0,0.0,239856,0.0,,S
675,,,,,male,18.0,0.0,0.0,349912,7.775,,S
676,,,,,male,24.5,0.0,0.0,342826,8.05,,S
677,,,,,female,18.0,0.0,0.0,4138,9.8417,,S
678,,,,,female,43.0,1.0,6.0,CA 2144,46.9,,S
679,,,,,male,36.0,0.0,1.0,PC 17755,512.3292,B51 B53 B55,C
680,,,,,female,,0.0,0.0,330935,8.1375,,Q
681,,,,,male,27.0,0.0,0.0,PC 17572,76.7292,D49,C
682,,,,,male,20.0,0.0,0.0,6563,9.225,,S
683,,,,,male,14.0,5.0,2.0,CA 2144,46.9,,S
684,,,,,male,60.0,1.0,1.0,29750,39.0,,S
685,,,,,male,25.0,1.0,2.0,SC/Paris 2123,41.5792,,C
686,,,,,male,14.0,4.0,1.0,3101295,39.6875,,S
687,,,,,male,19.0,0.0,0.0,349228,10.1708,,S
688,,,,,male,18.0,0.0,0.0,350036,7.7958,,S
689,,,,,female,15.0,0.0,1.0,24160,211.3375,B5,S
690,,,,,male,31.0,1.0,0.0,17474,57.0,B20,S
691,,,,,female,4.0,0.0,1.0,349256,13.4167,,C
692,,,,,male,,0.0,0.0,1601,56.4958,,S
693,,,,,male,25.0,0.0,0.0,2672,7.225,,C
694,,,,,male,60.0,0.0,0.0,113800,26.55,,S
695,,,,,male,52.0,0.0,0.0,248731,13.5,,S
696,,,,,male,44.0,0.0,0.0,363592,8.05,,S
697,,,,,female,,0.0,0.0,35852,7.7333,,Q
698,,,,,male,49.0,1.0,1.0,17421,110.8833,C68,C
699,,,,,male,42.0,0.0,0.0,348121,7.65,F G63,S
700,,,,,female,18.0,1.0,0.0,PC 17757,227.525,C62 C64,C
701,,,,,male,35.0,0.0,0.0,PC 17475,26.2875,E24,S
702,,,,,female,18.0,0.0,1.0,2691,14.4542,,C
703,,,,,male,25.0,0.0,0.0,36864,7.7417,,Q
704,,,,,male,26.0,1.0,0.0,350025,7.8542,,S
705,,,,,male,39.0,0.0,0.0,250655,26.0,,S
706,,,,,female,45.0,0.0,0.0,223596,13.5,,S
707,,,,,male,42.0,0.0,0.0,PC 17476,26.2875,E24,S
708,,,,,female,22.0,0.0,0.0,113781,151.55,,S
709,,,,,male,,1.0,1.0,2661,15.2458,,C
710,,,,,female,24.0,0.0,0.0,PC 17482,49.5042,C90,C
711,,,,,male,,0.0,0.0,113028,26.55,C124,S
712,,,,,male,48.0,1.0,0.0,19996,52.0,C126,S
713,,,,,male,29.0,0.0,0.0,7545,9.4833,,S
714,,,,,male,52.0,0.0,0.0,250647,13.0,,S
715,,,,,male,19.0,0.0,0.0,348124,7.65,F G73,S
716,,,,,female,38.0,0.0,0.0,PC 17757,227.525,C45,C
717,,,,,female,27.0,0.0,0.0,34218,10.5,E101,S
718,,,,,male,,0.0,0.0,36568,15.5,,Q
719,,,,,male,33.0,0.0,0.0,347062,7.775,,S
720,,,,,female,6.0,0.0,1.0,248727,33.0,,S
721,,,,,male,17.0,1.0,0.0,350048,7.0542,,S
722,,,,,male,34.0,0.0,0.0,12233,13.0,,S
723,,,,,male,50.0,0.0,0.0,250643,13.0,,S
724,,,,,male,27.0,1.0,0.0,113806,53.1,E8,S
725,,,,,male,20.0,0.0,0.0,315094,8.6625,,S
726,,,,,female,30.0,3.0,0.0,31027,21.0,,S
727,,,,,female,,0.0,0.0,36866,7.7375,,Q
728,,,,,male,25.0,1.0,0.0,236853,26.0,,S
729,,,,,female,25.0,1.0,0.0,STON/O2. 3101271,7.925,,S
730,,,,,female,29.0,0.0,0.0,24160,211.3375,B5,S
731,,,,,male,11.0,0.0,0.0,2699,18.7875,,C
732,,,,,male,,0.0,0.0,239855,0.0,,S
733,,,,,male,23.0,0.0,0.0,28425,13.0,,S
734,,,,,male,23.0,0.0,0.0,233639,13.0,,S
735,,,,,male,28.5,0.0,0.0,54636,16.1,,S
736,,,,,female,48.0,1.0,3.0,W./C. 6608,34.375,,S
737,,,,,male,35.0,0.0,0.0,PC 17755,512.3292,B101,C
738,,,,,male,,0.0,0.0,349201,7.8958,,S
739,,,,,male,,0.0,0.0,349218,7.8958,,S
740,,,,,male,,0.0,0.0,16988,30.0,D45,S
741,,,,,male,36.0,1.0,0.0,19877,78.85,C46,S
742,,,,,female,21.0,2.0,2.0,PC 17608,262.375,B57 B59 B63 B66,C
743,,,,,male,24.0,1.0,0.0,376566,16.1,,S
744,,,,,male,31.0,0.0,0.0,STON/O 2. 3101288,7.925,,S
745,,,,,male,70.0,1.0,1.0,WE/P 5735,71.0,B22,S
746,,,,,male,16.0,1.0,1.0,C.A. 2673,20.25,,S
747,,,,,female,30.0,0.0,0.0,250648,13.0,,S
748,,,,,male,19.0,1.0,0.0,113773,53.1,D30,S
749,,,,,male,31.0,0.0,0.0,335097,7.75,,Q
750,,,,,female,4.0,1.0,1.0,29103,23.0,,S
751,,,,,male,6.0,0.0,1.0,392096,12.475,E121,S
752,,,,,male,33.0,0.0,0.0,345780,9.5,,S
753,,,,,male,23.0,0.0,0.0,349204,7.8958,,S
754,,,,,female,48.0,1.0,2.0,220845,65.0,,S
755,,,,,male,0.67,1.0,1.0,250649,14.5,,S
756,,,,,male,28.0,0.0,0.0,350042,7.7958,,S
757,,,,,male,18.0,0.0,0.0,29108,11.5,,S
758,,,,,male,34.0,0.0,0.0,363294,8.05,,S
759,,,,,female,33.0,0.0,0.0,110152,86.5,B77,S
760,,,,,male,,0.0,0.0,358585,14.5,,S
761,,,,,male,41.0,0.0,0.0,SOTON/O2 3101272,7.125,,S
762,,,,,male,20.0,0.0,0.0,2663,7.2292,,C
763,,,,,female,36.0,1.0,2.0,113760,120.0,B96 B98,S
764,,,,,male,16.0,0.0,0.0,347074,7.775,,S
765,,,,,female,51.0,1.0,0.0,13502,77.9583,D11,S
766,,,,,male,,0.0,0.0,112379,39.6,,C
767,,,,,female,30.5,0.0,0.0,364850,7.75,,Q
768,,,,,male,,1.0,0.0,371110,24.15,,Q
769,,,,,male,32.0,0.0,0.0,8471,8.3625,,S
770,,,,,male,24.0,0.0,0.0,345781,9.5,,S
771,,,,,male,48.0,0.0,0.0,350047,7.8542,,S
772,,,,,female,57.0,0.0,0.0,S.O./P.P. 3,10.5,E77,S
773,,,,,male,,0.0,0.0,2674,7.225,,C
774,,,,,female,54.0,1.0,3.0,29105,23.0,,S
775,,,,,male,18.0,0.0,0.0,347078,7.75,,S
776,,,,,male,,0.0,0.0,383121,7.75,F38,Q
777,,,,,female,5.0,0.0,0.0,364516,12.475,,S
778,,,,,male,,0.0,0.0,36865,7.7375,,Q
779,,,,,female,43.0,0.0,1.0,24160,211.3375,B3,S
780,,,,,female,13.0,0.0,0.0,2687,7.2292,,C
781,,,,,female,17.0,1.0,0.0,17474,57.0,B20,S
782,,,,,male,29.0,0.0,0.0,113501,30.0,D6,S
783,,,,,male,,1.0,2.0,W./C. 6607,23.45,,S
784,,,,,male,25.0,0.0,0.0,SOTON/O.Q. 3101312,7.05,,S
785,,,,,male,25.0,0.0,0.0,374887,7.25,,S
786,,,,,female,18.0,0.0,0.0,3101265,7.4958,,S
787,,,,,male,8.0,4.0,1.0,382652,29.125,,Q
788,,,,,male,1.0,1.0,2.0,C.A. 2315,20.575,,S
789,,,,,male,46.0,0.0,0.0,PC 17593,79.2,B82 B84,C
790,,,,,male,,0.0,0.0,12460,7.75,,Q
791,,,,,male,16.0,0.0,0.0,239865,26.0,,S
792,,,,,female,,8.0,2.0,CA. 2343,69.55,,S
793,,,,,male,,0.0,0.0,PC 17600,30.6958,,C
794,,,,,male,25.0,0.0,0.0,349203,7.8958,,S
795,,,,,male,39.0,0.0,0.0,28213,13.0,,S
796,,,,,female,49.0,0.0,0.0,17465,25.9292,D17,S
797,,,,,female,31.0,0.0,0.0,349244,8.6833,,S
798,,,,,male,30.0,0.0,0.0,2685,7.2292,,C
799,,,,,female,30.0,1.0,1.0,345773,24.15,,S
800,,,,,male,34.0,0.0,0.0,250647,13.0,,S
801,,,,,female,31.0,1.0,1.0,C.A. 31921,26.25,,S
802,,,,,male,11.0,1.0,2.0,113760,120.0,B96 B98,S
803,,,,,male,0.42,0.0,1.0,2625,8.5167,,C
804,,,,,male,27.0,0.0,0.0,347089,6.975,,S
805,,,,,male,31.0,0.0,0.0,347063,7.775,,S
806,,,,,male,39.0,0.0,0.0,112050,0.0,A36,S
807,,,,,female,18.0,0.0,0.0,347087,7.775,,S
808,,,,,male,39.0,0.0,0.0,248723,13.0,,S
809,,,,,female,33.0,1.0,0.0,113806,53.1,E8,S
810,,,,,male,26.0,0.0,0.0,3474,7.8875,,S
811,,,,,male,39.0,0.0,0.0,A/4 48871,24.15,,S
812,,,,,male,35.0,0.0,0.0,28206,10.5,,S
813,,,,,female,6.0,4.0,2.0,347082,31.275,,S
814,,,,,male,30.5,0.0,0.0,364499,8.05,,S
815,,,,,male,,0.0,0.0,112058,0.0,B102,S
816,,,,,female,23.0,0.0,0.0,STON/O2. 3101290,7.925,,S
817,,,,,male,31.0,1.0,1.0,S.C./PARIS 2079,37.0042,,C
818,,,,,male,43.0,0.0,0.0,C 7075,6.45,,S
819,,,,,male,10.0,3.0,2.0,347088,27.9,,S
820,,,,,female,52.0,1.0,1.0,12749,93.5,B69,S
821,,,,,male,27.0,0.0,0.0,315098,8.6625,,S
822,,,,,male,38.0,0.0,0.0,19972,0.0,,S
823,,,,,female,27.0,0.0,1.0,392096,12.475,E121,S
824,,,,,male,2.0,4.0,1.0,3101295,39.6875,,S
825,,,,,male,,0.0,0.0,368323,6.95,,Q
826,,,,,male,,0.0,0.0,1601,56.4958,,S
827,,,,,male,1.0,0.0,2.0,S.C./PARIS 2079,37.0042,,C
828,,,,,male,,0.0,0.0,367228,7.75,,Q
829,,,,,female,62.0,0.0,0.0,113572,80.0,B28,
830,,,,,female,15.0,1.0,0.0,2659,14.4542,,C
831,,,,,male,0.83,1.0,1.0,29106,18.75,,S
832,,,,,male,,0.0,0.0,2671,7.2292,,C
833,,,,,male,23.0,0.0,0.0,347468,7.8542,,S
834,,,,,male,18.0,0.0,0.0,2223,8.3,,S
835,,,,,female,39.0,1.0,1.0,PC 17756,83.1583,E49,C
836,,,,,male,21.0,0.0,0.0,315097,8.6625,,S
837,,,,,male,,0.0,0.0,392092,8.05,,S
838,,,,,male,32.0,0.0,0.0,1601,56.4958,,S
839,,,,,male,,0.0,0.0,11774,29.7,C47,C
840,,,,,male,20.0,0.0,0.0,SOTON/O2 3101287,7.925,,S
841,,,,,male,16.0,0.0,0.0,S.O./P.P. 3,10.5,,S
842,,,,,female,30.0,0.0,0.0,113798,31.0,,C
843,,,,,male,34.5,0.0,0.0,2683,6.4375,,C
844,,,,,male,17.0,0.0,0.0,315090,8.6625,,S
845,,,,,male,42.0,0.0,0.0,C.A. 5547,7.55,,S
846,,,,,male,,8.0,2.0,CA. 2343,69.55,,S
847,,,,,male,35.0,0.0,0.0,349213,7.8958,,C
848,,,,,male,28.0,0.0,1.0,248727,33.0,,S
849,,,,,female,,1.0,0.0,17453,89.1042,C92,C
850,,,,,male,4.0,4.0,2.0,347082,31.275,,S
851,,,,,male,74.0,0.0,0.0,347060,7.775,,S
852,,,,,female,9.0,1.0,1.0,2678,15.2458,,C
853,,,,,female,16.0,0.0,1.0,PC 17592,39.4,D28,S
854,,,,,female,44.0,1.0,0.0,244252,26.0,,S
855,,,,,female,18.0,0.0,1.0,392091,9.35,,S
856,,,,,female,45.0,1.0,1.0,36928,164.8667,,S
857,,,,,male,51.0,0.0,0.0,113055,26.55,E17,S
858,,,,,female,24.0,0.0,3.0,2666,19.2583,,C
859,,,,,male,,0.0,0.0,2629,7.2292,,C
860,,,,,male,41.0,2.0,0.0,350026,14.1083,,S
861,,,,,male,21.0,1.0,0.0,28134,11.5,,S
862,,,,,female,48.0,0.0,0.0,17466,25.9292,D17,S
863,,,,,female,,8.0,2.0,CA. 2343,69.55,,S
864,,,,,male,24.0,0.0,0.0,233866,13.0,,S
865,,,,,female,42.0,0.0,0.0,236852,13.0,,S
866,,,,,female,27.0,1.0,0.0,SC/PARIS 2149,13.8583,,C
867,,,,,male,31.0,0.0,0.0,PC 17590,50.4958,A24,S
868,,,,,male,,0.0,0.0,345777,9.5,,S
869,,,,,male,4.0,1.0,1.0,347742,11.1333,,S
870,,,,,male,26.0,0.0,0.0,349248,7.8958,,S
871,,,,,female,47.0,1.0,1.0,11751,52.5542,D35,S
872,,,,,male,33.0,0.0,0.0,695,5.0,B51 B53 B55,S
873,,,,,male,47.0,0.0,0.0,345765,9.0,,S
874,,,,,female,28.0,1.0,0.0,P/PP 3381,24.0,,C
875,,,,,female,15.0,0.0,0.0,2667,7.225,,C
876,,,,,male,20.0,0.0,0.0,7534,9.8458,,S
877,,,,,male,19.0,0.0,0.0,349212,7.8958,,S
878,,,,,male,,0.0,0.0,349217,7.8958,,S
879,,,,,female,56.0,0.0,1.0,11767,83.1583,C50,C
880,,,,,female,25.0,0.0,1.0,230433,26.0,,S
881,,,,,male,33.0,0.0,0.0,349257,7.8958,,S
882,,,,,female,22.0,0.0,0.0,7552,10.5167,,S
883,,,,,male,28.0,0.0,0.0,C.A./SOTON 34068,10.5,,S
884,,,,,male,25.0,0.0,0.0,SOTON/OQ 392076,7.05,,S
885,,,,,female,39.0,0.0,5.0,382652,29.125,,Q
886,,,,,male,27.0,0.0,0.0,211536,13.0,,S
887,,,,,female,19.0,0.0,0.0,112053,30.0,B42,S
888,,,,,female,,1.0,2.0,W./C. 6607,23.45,,S
889,,,,,male,26.0,0.0,0.0,111369,30.0,C148,C
890,,,,,male,32.0,0.0,0.0,370376,7.75,,Q
